WAST,DP,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
23/09/2007 12:40,9,330,17,5181.21,1008.1,1011.6,1011.7,461.1,49.6,13,758,21.1,16.3,16.5,17.2,19,19.86
23/09/2007 12:50,8.5,334,20,5181.76,1007.8,1011.3,1011.4,461.1,48.5,11,753,21.4,16.4,16.5,17.2,19,19.71
23/09/2007 13:00,9.9,326,21,5182.32,1007.6,1011.1,1011.2,461.1,52.1,12,759,21.7,16.5,16.4,17.2,18,20.08
23/09/2007 13:10,9,310,21,5182.93,1007.4,1010.9,1011,461.1,50.1,13,785,22,16.7,16.5,17.2,20,19.63
23/09/2007 13:20,10.3,315,23,5183.44,1007.3,1010.7,1010.9,461.1,53,10,886,22.2,16.8,16.4,17.2,20,20.13
23/09/2007 13:30,9.7,321,21,5184.02,1007,1010.5,1010.6,461.1,51.6,12,887,22.4,16.9,16.4,17.2,20,20.01
23/09/2007 13:40,9.9,324,23,5184.54,1006.8,1010.2,1010.4,461.1,51.6,10,911,22.7,17.1,16.5,17.2,17,20.19
23/09/2007 13:50,9.6,301,21,5185.15,1006.8,1010.3,1010.4,461.1,52.5,13,915,22.9,17.2,16.5,17.2,18,19.58
23/09/2007 14:00,10,309,24,5185.65,1006.6,1010,1010.2,461.1,51,9,930,23,17.4,16.5,17.2,17,20.46
23/09/2007 14:10,9.1,311,25,5186.18,1006.4,1009.9,1010,461.1,50.2,10,908,23.2,17.5,16.5,17.2,16,19.71
23/09/2007 14:20,7.7,332,20,5186.76,1006.4,1009.9,1010,461.1,46.8,11,882,23.4,17.6,16.5,17.2,20,19.31
23/09/2007 14:30,9,316,20,5187.29,1006.3,1009.8,1009.9,461.1,50,10,881,23.5,17.7,16.5,17.2,19,19.72
23/09/2007 14:40,9,331,24,5187.8,1006,1009.5,1009.6,461.1,50.7,10,805,23.7,17.9,16.5,17.2,16,19.54
23/09/2007 14:50,8.3,313,28,5188.29,1005.9,1009.3,1009.5,461.1,47.1,9,737,23.8,18,16.5,17.2,15,19.89
23/09/2007 15:00,7.7,313,21,5188.81,1005.8,1009.3,1009.4,461.1,45.8,10,613,23.9,18.1,16.5,17.2,18,19.72
23/09/2007 15:10,7.6,306,19,5189.34,1005.8,1009.3,1009.4,461.1,46.5,11,521,23.9,18.2,16.5,17.2,17,19.33
23/09/2007 15:20,7.4,312,22,5189.84,1005.7,1009.2,1009.3,461.1,44.9,10,467,24,18.3,16.6,17.2,16,19.68
23/09/2007 15:30,6.9,306,21,5190.34,1005.6,1009.1,1009.2,461.1,44.8,10,462,24,18.5,16.6,17.2,17,19.14
23/09/2007 15:40,8,312,23,5190.79,1005.6,1009.1,1009.2,461.1,47.2,9,473,24,18.6,16.6,17.2,17,19.51
23/09/2007 15:50,8.1,323,23,5191.23,1005.4,1008.9,1009,461.1,48,9,465,24,18.7,16.6,17.2,12,19.4
23/09/2007 16:00,8.2,329,20,5191.66,1005.4,1008.9,1009,461.1,49.1,9,444,24,18.8,16.6,17.2,16,19.18
23/09/2007 16:10,8.3,323,26,5192.08,1005.4,1008.9,1009,461.1,49.4,9,412,24,18.8,16.7,17.2,16,19.17
23/09/2007 16:20,7.7,327,19,5192.52,1005.2,1008.7,1008.8,461.1,49.1,10,372,23.9,18.9,16.7,17.2,16,18.6
23/09/2007 16:30,8.1,328,16,5192.91,1005,1008.5,1008.6,461.1,50.5,9,335,23.8,19,16.7,17.2,16,18.59
23/09/2007 16:40,8.3,320,19,5193.27,1004.9,1008.4,1008.5,461.1,50.4,8,312,23.7,19.1,16.7,17.2,12,18.86
23/09/2007 16:50,7.8,324,21,5193.66,1004.7,1008.2,1008.3,461.1,49.9,9,280,23.6,19.1,16.8,17.2,12,18.44
23/09/2007 17:00,7.4,341,19,5194.01,1004.7,1008.2,1008.3,461.1,49.6,8,240,23.5,19.2,16.8,17.2,12,18.07
23/09/2007 17:10,7.7,341,18,5194.34,1004.5,1008,1008.1,461.1,51.1,8,205,23.3,19.3,16.8,17.2,15,17.97
23/09/2007 17:20,8.1,343,16,5194.62,1004.5,1008,1008.1,461.1,52.7,7,156,23.1,19.3,16.9,17.2,12,17.91
23/09/2007 17:30,7.8,346,15,5194.99,1004.4,1007.9,1008,461.1,52.5,10,115,22.9,19.4,16.9,17.2,15,17.59
23/09/2007 17:40,8.1,338,19,5195.28,1004.3,1007.8,1007.9,461.1,54.6,8,85,22.8,19.4,16.9,17.2,12,17.3
23/09/2007 17:50,8.2,353,14,5195.55,1004.1,1007.6,1007.7,461.1,56,8,48,22.5,19.4,16.9,17.2,15,17.01
23/09/2007 18:00,8.3,344,14,5195.78,1003.9,1007.4,1007.5,461.1,57.2,7,28,22.3,19.4,17,17.2,10,16.82
23/09/2007 18:10,8.3,352,15,5196.01,1003.8,1007.3,1007.4,461.1,57.5,7,18,22.1,19.5,17,17.2,12,16.7
23/09/2007 18:20,8.4,337,15,5196.2,1003.9,1007.4,1007.5,461.1,59.4,6,19,21.9,19.5,17,17.2,10,16.36
23/09/2007 18:30,8.7,325,16,5196.38,1004,1007.5,1007.6,461.1,61.7,6,17,21.6,19.5,17,17.2,10,16.04
23/09/2007 18:40,8.9,328,16,5196.55,1004,1007.5,1007.6,461.1,63.7,6,15,21.4,19.4,17.1,17.2,10,15.8
23/09/2007 18:50,9.5,328,15,5196.73,1004.1,1007.6,1007.7,461.1,65.5,7,15,21.2,19.5,17.1,17.2,10,15.93
23/09/2007 19:00,9.7,327,13,5196.88,1004.1,1007.6,1007.7,461.1,67.2,6,24,20.9,19.4,17.1,17.2,9,15.81
23/09/2007 19:10,10.3,338,13,5197,1003.9,1007.4,1007.5,461.1,69.3,5,18,20.7,19.4,17.2,17.2,8,15.88
23/09/2007 19:20,10.6,345,12,5197.13,1003.9,1007.4,1007.5,461.1,70.6,6,19,20.6,19.4,17.2,17.2,9,15.91
23/09/2007 19:30,10.7,341,14,5197.26,1004.1,1007.6,1007.7,461.1,71.6,6,18,20.4,19.3,17.2,17.2,9,15.79
23/09/2007 19:40,11,334,15,5197.38,1004,1007.5,1007.6,461.1,73.3,6,14,20.2,19.3,17.2,17.2,7,15.72
23/09/2007 19:50,11.2,340,13,5197.5,1004,1007.5,1007.6,461.1,73.7,6,11,20,19.2,17.2,17.2,10,15.89
23/09/2007 20:00,11.1,343,15,5197.62,1004,1007.5,1007.6,461.1,73.7,6,21,19.8,19.2,17.3,17.2,10,15.81
23/09/2007 20:10,11.2,352,12,5197.74,1003.9,1007.4,1007.5,461.1,73.8,6,14,19.7,19.2,17.3,17.2,10,15.9
23/09/2007 20:20,11.3,354,12,5197.85,1003.8,1007.3,1007.4,461.1,74.4,6,18,19.5,19.1,17.3,17.2,8,15.8
23/09/2007 20:30,11.2,351,14,5197.97,1003.8,1007.3,1007.4,461.1,74.1,6,16,19.4,19.1,17.3,17.2,8,15.83
23/09/2007 20:40,11.1,353,9,5198.07,1003.6,1007.1,1007.2,461.1,74.6,5,18,19.2,19,17.4,17.2,8,15.6
23/09/2007 20:50,11.4,345,12,5198.18,1003.5,1007,1007.1,461.1,76.1,6,18,19.1,19,17.4,17.2,9,15.59
23/09/2007 21:00,11.5,349,13,5198.28,1003.4,1006.9,1007,461.1,76.6,6,21,19,18.9,17.4,17.2,9,15.63
23/09/2007 21:10,11.4,359,10,5198.38,1003.3,1006.8,1006.9,461.1,76.7,6,19,18.9,18.9,17.4,17.2,8,15.49
23/09/2007 21:20,11.1,8,12,5198.48,1003.2,1006.7,1006.8,461.1,76.8,6,26,18.8,18.8,17.4,17.2,8,15.19
23/09/2007 21:30,11.3,14,11,5198.58,1002.9,1006.4,1006.5,461.1,77.8,6,18,18.6,18.8,17.5,17.2,9,15.15
23/09/2007 21:40,11.6,15,13,5198.67,1002.7,1006.2,1006.3,461.1,78.7,6,17,18.5,18.7,17.5,17.2,9,15.25
23/09/2007 21:50,11.7,13,14,5198.76,1002.4,1005.9,1006,461.1,78.8,6,16,18.4,18.7,17.5,17.1,10,15.39
23/09/2007 22:00,11.7,12,12,5198.87,1002.3,1005.8,1005.9,461.1,78.3,7,14,18.3,18.6,17.5,17.2,9,15.47
23/09/2007 22:10,11.2,23,11,5198.97,1002.2,1005.7,1005.8,461.1,77.8,6,16,18.2,18.6,17.5,17.2,9,15.03
23/09/2007 22:20,11.3,15,14,5199.06,1002,1005.5,1005.6,461.1,78.7,6,9,18.1,18.5,17.5,17.2,9,14.98
23/09/2007 22:30,11.2,17,12,5199.15,1001.9,1005.4,1005.5,461.1,79,6,14,18.1,18.5,17.5,17.2,9,14.85
23/09/2007 22:40,11.2,19,12,5199.24,1001.6,1005.1,1005.2,461.1,78.9,6,24,18,18.4,17.5,17.2,9,14.79
23/09/2007 22:50,11.1,22,13,5199.35,1001.5,1005,1005.1,461.1,78.4,7,18,17.9,18.4,17.5,17.1,10,14.82
23/09/2007 23:00,10.8,29,13,5199.46,1001.4,1004.9,1005,461.1,77.7,7,19,17.8,18.3,17.5,17.2,10,14.69
23/09/2007 23:10,10.7,26,14,5199.59,1001.1,1004.6,1004.7,461.1,77.1,8,24,17.8,18.3,17.5,17.2,10,14.69
23/09/2007 23:20,10.6,25,15,5199.72,1000.9,1004.4,1004.5,461.1,76.8,8,12,17.7,18.2,17.5,17.2,12,14.66
23/09/2007 23:30,10.6,24,14,5199.85,1000.8,1004.3,1004.4,461.1,76.9,8,14,17.6,18.2,17.5,17.2,12,14.6
23/09/2007 23:40,10.5,21,16,5199.96,1000.6,1004.1,1004.2,461.1,77.4,7,23,17.6,18.1,17.5,17.2,11,14.45
23/09/2007 23:50,10.7,18,14,5200.07,1000.6,1004.1,1004.2,461.1,78.1,7,18,17.6,18.1,17.6,17.2,11,14.44
24/09/2007 0:00,11,23,14,5200.17,1000.3,1003.8,1003.9,461.1,79.7,7,15,17.5,18,17.5,17.2,9,14.42
24/09/2007 0:10,11.1,19,13,5200.27,1000.1,1003.6,1003.7,461.1,79.3,7,12,17.5,18,17.5,17.1,10,14.6
24/09/2007 0:20,11.2,5,19,5200.36,1000.1,1003.6,1003.7,461.1,79.4,6,19,17.4,17.9,17.6,17.2,11,14.7
24/09/2007 0:30,11.7,10,13,5200.43,1000,1003.5,1003.6,461.1,85.3,7,10,17.4,17.9,17.5,17.2,10,14.18
24/09/2007 0:40,12.3,2,12,5200.46,1000,1003.5,1003.6,461.6,90.9,6,21,17.4,17.9,17.6,17.2,8,13.77
24/09/2007 0:50,12.7,10,15,5200.48,999.6,1003.1,1003.2,461.8,94.8,6,31,17.3,17.8,17.5,17.2,9,13.56
24/09/2007 1:00,13.2,14,14,5200.48,999.4,1002.9,1003,461.8,97.1,6,28,17.3,17.8,17.6,17.2,9,13.68
24/09/2007 1:10,13.4,12,12,5200.48,999.1,1002.6,1002.7,461.8,97.5,6,28,17.3,17.8,17.5,17.2,10,13.82
24/09/2007 1:20,13.5,9,11,5200.48,999,1002.5,1002.6,461.8,97.5,7,24,17.2,17.7,17.5,17.2,11,13.93
24/09/2007 1:30,13.8,2,12,5200.48,999,1002.5,1002.6,461.8,97.5,7,18,17.1,17.7,17.5,17.2,10,14.15
24/09/2007 1:40,14,5,13,5200.48,998.6,1002.1,1002.2,461.8,97.5,7,31,17.1,17.7,17.5,17.2,11,14.43
24/09/2007 1:50,14.3,5,17,5200.49,998.5,1002,1002.1,461.8,97.5,7,35,17,17.6,17.5,17.2,11,14.69
24/09/2007 2:00,14.5,11,14,5200.5,998.2,1001.7,1001.8,461.8,97.5,8,33,16.9,17.6,17.5,17.2,12,14.9
24/09/2007 2:10,14.2,329,30,5200.51,999.2,1002.7,1002.8,465.1,97.6,9,40,16.9,17.6,17.5,17.2,23,14.61
24/09/2007 2:20,13.8,327,21,5200.52,998.7,1002.2,1002.3,466.1,97.7,11,32,16.8,17.5,17.5,17.2,21,14.13
24/09/2007 2:30,13.9,333,18,5200.52,998.4,1001.9,1002,466.3,97.9,9,31,16.8,17.5,17.5,17.2,15,14.21
24/09/2007 2:40,14.1,325,18,5200.52,998.4,1001.9,1002,466.6,97.9,7,40,16.7,17.5,17.5,17.2,15,14.41
24/09/2007 2:50,14.4,319,17,5200.52,998.3,1001.8,1001.9,466.6,98,8,40,16.6,17.4,17.5,17.2,13,14.7
24/09/2007 3:00,14.6,315,19,5200.52,998,1001.5,1001.6,466.6,98.1,9,37,16.6,17.4,17.5,17.2,13,14.94
24/09/2007 3:10,14.8,302,19,5200.52,997.9,1001.4,1001.5,466.6,98.1,7,48,16.5,17.3,17.5,17.2,12,15.14
24/09/2007 3:20,14.5,278,21,5200.53,997.9,1001.4,1001.5,466.6,98,12,38,16.5,17.3,17.5,17.2,25,14.82
24/09/2007 3:30,14.2,265,23,5200.54,998,1001.5,1001.6,466.6,97.9,16,39,16.5,17.2,17.5,17.2,29,14.57
24/09/2007 3:40,13.5,255,21,5200.55,998.5,1002,1002.1,467.8,97.8,16,32,16.5,17.2,17.5,17.2,25,13.86
24/09/2007 3:50,13.6,257,20,5200.56,998.5,1002,1002.1,468.1,97.8,13,36,16.4,17.2,17.5,17.2,20,13.92
24/09/2007 4:00,13.5,257,19,5200.57,998.7,1002.2,1002.3,468.1,97.8,11,28,16.4,17.1,17.5,17.2,22,13.86
24/09/2007 4:10,13.6,264,21,5200.58,998.8,1002.3,1002.4,468.1,97.7,12,24,16.4,17.1,17.4,17.2,27,13.91
24/09/2007 4:20,13.5,259,20,5200.58,998.7,1002.2,1002.3,468.1,97.7,8,30,16.3,17.1,17.4,17.2,15,13.9
24/09/2007 4:30,13.7,248,23,5200.58,998.7,1002.2,1002.3,468.1,97.5,8,23,16.3,17.1,17.4,17.2,15,14.11
24/09/2007 4:40,13,259,21,5200.63,998.6,1002.1,1002.2,468.1,92.1,10,27,16.2,17,17.4,17.2,17,14.28
24/09/2007 4:50,12.5,253,20,5200.68,998.7,1002.2,1002.3,468.1,89,7,27,16.2,17,17.4,17.2,13,14.29
24/09/2007 5:00,11.7,261,21,5200.76,998.8,1002.3,1002.4,468.1,85,8,24,16.1,16.9,17.4,17.2,15,14.19
24/09/2007 5:10,11.6,264,17,5200.84,999.2,1002.7,1002.8,468.1,83.9,7,25,16.1,16.9,17.4,17.2,11,14.24
24/09/2007 5:20,11.2,276,21,5200.93,999.3,1002.8,1002.9,468.1,82.3,8,24,16,16.9,17.4,17.2,12,14.16
24/09/2007 5:30,10.7,269,20,5201.04,999.3,1002.8,1002.9,468.1,78.7,8,15,16,16.9,17.4,17.2,15,14.36
24/09/2007 5:40,11,277,19,5201.14,999.4,1002.9,1003,468.1,80,7,19,15.9,16.8,17.4,17.2,15,14.39
24/09/2007 5:50,11.1,276,17,5201.22,999.5,1003,1003.1,468.1,81,6,48,15.9,16.8,17.3,17.2,11,14.34
24/09/2007 6:00,11.2,270,20,5201.32,999.6,1003.1,1003.2,468.1,80.6,8,11,15.8,16.8,17.3,17.2,13,14.54
24/09/2007 6:10,11.7,257,20,5201.39,999.9,1003.4,1003.5,468.1,87.9,9,25,15.8,16.7,17.3,17.2,18,13.63
24/09/2007 6:20,11.6,266,21,5201.45,999.9,1003.4,1003.5,468.3,88.7,9,25,15.8,16.7,17.3,17.2,15,13.44
24/09/2007 6:30,12.2,276,23,5201.48,1000.2,1003.7,1003.8,468.3,92.1,7,37,15.7,16.7,17.3,17.2,11,13.42
24/09/2007 6:40,12.2,263,22,5201.58,1000.3,1003.8,1003.9,468.3,87.3,13,36,15.7,16.7,17.3,17.2,24,14.26
24/09/2007 6:50,11.6,266,22,5201.7,1000.5,1004,1004.1,468.3,83.9,11,43,15.6,16.6,17.3,17.2,18,14.28
24/09/2007 7:00,10.9,272,25,5201.84,1000.6,1004.1,1004.2,468.3,79.6,10,45,15.6,16.6,17.3,17.2,19,14.4
24/09/2007 7:10,10.2,266,21,5202.04,1000.5,1004,1004.1,468.3,74.2,11,67,15.6,16.5,17.3,17.2,18,14.71
24/09/2007 7:20,10.1,264,23,5202.22,1000.7,1004.2,1004.3,468.3,74.4,10,87,15.5,16.5,17.2,17.2,19,14.62
24/09/2007 7:30,8.8,275,20,5202.45,1000.9,1004.4,1004.5,468.3,69.7,11,72,15.5,16.5,17.2,17.2,19,14.3
24/09/2007 7:40,9.9,270,21,5202.59,1001.1,1004.6,1004.7,468.3,77.4,9,60,15.5,16.5,17.2,17.2,16,13.77
24/09/2007 7:50,10.6,279,21,5202.72,1001.1,1004.6,1004.7,468.3,80.5,9,112,15.5,16.4,17.2,17.2,12,13.89
24/09/2007 8:00,8.6,268,25,5202.98,1001.3,1004.8,1004.9,468.3,67.1,11,125,15.5,16.4,17.2,17.2,20,14.59
24/09/2007 8:10,8.7,266,23,5203.22,1001.4,1004.9,1005,468.3,67.2,10,160,15.4,16.4,17.2,17.2,18,14.77
24/09/2007 8:20,8.2,267,21,5203.54,1001.4,1004.9,1005,468.3,63.4,12,188,15.4,16.4,17.2,17.2,19,15.08
24/09/2007 8:30,9,272,22,5203.79,1001.5,1005,1005.1,468.3,66.4,10,170,15.4,16.3,17.2,17.2,18,15.18
24/09/2007 8:40,8.2,274,21,5204.07,1001.7,1005.2,1005.3,468.3,62.8,10,125,15.5,16.3,17.2,17.2,17,15.27
24/09/2007 8:50,10.2,258,23,5204.25,1001.8,1005.3,1005.4,468.8,80.2,11,310,15.5,16.3,17.1,17.2,22,13.5
24/09/2007 9:00,10.5,263,19,5204.41,1001.9,1005.4,1005.5,468.8,78.8,9,297,15.5,16.3,17.1,17.2,15,14.09
24/09/2007 9:10,9.1,262,20,5204.72,1002,1005.5,1005.6,468.8,65.9,12,233,15.5,16.3,17.1,17.3,23,15.48
24/09/2007 9:20,8.5,264,21,5205.08,1002.2,1005.7,1005.8,468.8,61.2,12,236,15.6,16.2,17.1,17.2,20,15.94
24/09/2007 9:30,8.3,261,26,5205.49,1002.2,1005.7,1005.8,468.8,61.6,12,677,15.7,16.2,17.1,17.3,22,15.68
24/09/2007 9:40,9.1,264,26,5205.92,1002.3,1005.8,1005.9,468.8,59.8,12,629,15.9,16.2,17.1,17.2,20,16.92
24/09/2007 9:50,7.5,258,21,5206.48,1002.4,1005.9,1006,468.8,54.3,14,761,16,16.2,17.1,17.2,22,16.73
24/09/2007 10:00,8.4,258,25,5206.99,1002.6,1006.1,1006.2,468.8,59.4,14,822,16.2,16.2,17.1,17.2,23,16.32
24/09/2007 10:10,7.7,253,26,5207.4,1002.5,1006,1006.1,468.8,58.1,13,256,16.5,16.2,17.1,17.3,20,15.97
24/09/2007 10:20,7.2,257,23,5207.9,1002.5,1006,1006.1,468.8,53.3,11,919,16.7,16.2,17,17.2,21,16.72
24/09/2007 10:30,6.2,258,23,5208.56,1002.5,1006,1006.1,468.8,50.2,15,1009,17,16.2,17,17.2,27,16.58
24/09/2007 10:40,7.1,267,24,5209.17,1002.6,1006.1,1006.2,468.8,51.7,13,1107,17.1,16.2,17,17.2,23,17.15
24/09/2007 10:50,6.3,272,23,5209.89,1002.7,1006.2,1006.3,468.8,49.1,15,1274,17.3,16.2,17,17.2,22,17.03
24/09/2007 11:00,7.5,275,23,5210.54,1002.7,1006.2,1006.3,468.8,52.4,14,1220,17.6,16.3,17,17.3,22,17.29
24/09/2007 11:10,6.6,272,24,5211.16,1002.7,1006.2,1006.3,468.8,48.9,12,1225,17.8,16.3,17,17.3,26,17.41
24/09/2007 11:20,7.4,271,23,5211.7,1002.7,1006.2,1006.3,468.8,51.1,14,339,18,16.3,17,17.3,20,17.64
24/09/2007 11:30,7.3,260,22,5212.18,1002.9,1006.4,1006.5,468.8,56.2,15,188,18.3,16.4,16.9,17.3,24,16.02
24/09/2007 11:40,7.6,265,23,5212.77,1002.9,1006.4,1006.5,468.8,54.1,13,1165,18.6,16.4,17,17.2,24,16.94
24/09/2007 11:50,4.9,263,25,5213.4,1002.9,1006.4,1006.5,468.8,44.9,12,1101,18.7,16.5,16.9,17.3,22,17
24/09/2007 12:00,6.7,269,21,5214.1,1002.9,1006.4,1006.5,468.8,52.5,17,1019,18.9,16.6,16.9,17.2,29,16.45
24/09/2007 12:10,7.1,261,27,5214.71,1002.9,1006.4,1006.5,468.8,52.9,14,997,19.1,16.6,16.9,17.3,23,16.79
24/09/2007 12:20,5.5,276,22,5215.24,1003,1006.5,1006.6,468.8,46.8,12,488,19.3,16.7,16.9,17.3,21,16.93
24/09/2007 12:30,5,281,22,5215.76,1003.1,1006.6,1006.7,468.8,46.9,12,513,19.5,16.8,16.9,17.3,22,16.39
24/09/2007 12:40,7.3,268,24,5216.25,1003.2,1006.7,1006.8,468.8,53.2,13,436,19.7,16.8,16.9,17.3,22,16.84
24/09/2007 12:50,4.8,259,26,5216.74,1003.3,1006.8,1006.9,468.8,51.4,14,267,19.8,16.9,16.9,17.3,25,14.75
24/09/2007 13:00,7.2,247,24,5217.01,1003.4,1006.9,1007,468.8,66.5,11,203,19.9,17,16.9,17.3,21,13.3
24/09/2007 13:10,8.5,284,21,5217.25,1003.4,1006.9,1007,468.8,68.6,10,253,19.9,17.1,16.9,17.3,17,14.2
24/09/2007 13:20,9.5,297,19,5217.57,1003.2,1006.7,1006.8,468.8,69.1,9,910,19.8,17.1,16.9,17.3,14,15.11
24/09/2007 13:30,7.5,289,19,5218.1,1003.1,1006.6,1006.7,468.8,52.4,11,1054,19.6,17.2,16.9,17.3,21,17.34
24/09/2007 13:40,6.2,263,23,5218.67,1003.2,1006.7,1006.8,468.8,50.2,13,789,19.5,17.3,16.9,17.3,22,16.63
24/09/2007 13:50,7.5,256,27,5219.1,1003.4,1006.9,1007,468.8,59.4,14,309,19.6,17.3,16.9,17.3,21,15.39
24/09/2007 14:00,8.1,236,26,5219.59,1003.6,1007.1,1007.2,468.8,63,15,906,19.8,17.4,16.9,17.3,24,15.1
24/09/2007 14:10,8.4,232,25,5219.98,1003.6,1007.1,1007.2,468.8,62.3,9,1094,19.9,17.4,16.9,17.3,16,15.55
24/09/2007 14:20,8.1,227,36,5220.27,1003.7,1007.2,1007.3,468.8,65,11,252,19.9,17.4,16.9,17.3,23,14.59
24/09/2007 14:30,8.8,55,84,5220.57,1003.7,1007.2,1007.3,468.8,64.5,10,391,20.1,17.5,16.9,17.3,17,15.44
24/09/2007 14:40,8.3,238,28,5220.91,1003.8,1007.3,1007.4,468.8,62.8,8,884,20.2,17.5,16.9,17.3,14,15.31
24/09/2007 14:50,6.2,243,24,5221.36,1003.8,1007.3,1007.4,468.8,52,10,760,20.3,17.6,16.9,17.3,20,16.05
24/09/2007 15:00,5.8,261,25,5221.85,1003.8,1007.3,1007.4,468.8,49.8,13,220,20.3,17.6,16.9,17.3,21,16.26
24/09/2007 15:10,6.1,250,24,5222.3,1004.3,1007.8,1007.9,468.8,59.8,16,286,20.4,17.7,16.9,17.3,30,13.74
24/09/2007 15:20,6.2,231,29,5222.68,1004.5,1008,1008.1,468.8,61.5,14,289,20.5,17.7,16.9,17.3,29,13.46
24/09/2007 15:30,6,235,27,5222.98,1004.3,1007.8,1007.9,468.8,58.9,10,178,20.4,17.8,16.9,17.3,20,13.87
24/09/2007 15:40,6.6,247,26,5223.25,1004.5,1008,1008.1,468.8,62.8,10,208,20.4,17.8,16.9,17.3,18,13.55
24/09/2007 15:50,7.9,255,22,5223.59,1004.6,1008.1,1008.2,468.8,61.3,10,513,20.3,17.9,16.9,17.3,18,15.31
24/09/2007 16:00,7.4,253,23,5223.98,1004.8,1008.3,1008.4,468.8,63.1,15,249,20.1,17.9,17,17.3,25,14.33
24/09/2007 16:10,7,237,28,5224.27,1005.1,1008.6,1008.7,468.8,63.1,10,327,20,17.9,17,17.3,20,13.89
24/09/2007 16:20,6.8,238,26,5224.59,1005.1,1008.6,1008.7,468.8,61.5,10,444,19.9,18,17,17.3,18,14.06
24/09/2007 16:30,6.9,245,21,5224.83,1005.1,1008.6,1008.7,468.8,62.5,9,90,19.8,18,17,17.3,17,13.91
24/09/2007 16:40,5.9,236,28,5225.06,1005.7,1009.2,1009.3,468.8,65.1,10,58,19.7,18,17,17.3,21,12.32
24/09/2007 16:50,7.7,232,28,5225.2,1005.6,1009.2,1009.2,468.8,79.9,9,288,19.6,18,17,17.3,24,10.99
24/09/2007 17:00,8.6,243,20,5225.29,1005.6,1009.1,1009.2,468.8,80.7,6,109,19.4,18,17,17.3,10,11.86
24/09/2007 17:10,7.8,238,30,5225.4,1005.7,1009.2,1009.3,468.8,75.9,7,44,19.2,18,17,17.3,14,11.92
24/09/2007 17:20,7.9,214,34,5225.5,1006.3,1009.9,1009.9,469.3,82.1,7,199,19.1,18,17,17.3,15,10.81
24/09/2007 17:30,8.1,196,22,5225.56,1006.2,1009.8,1009.8,469.6,85.1,6,78,18.9,18,17.1,17.3,12,10.52
24/09/2007 17:40,8.2,182,21,5225.62,1006.4,1010,1010,469.6,86,7,68,18.7,18,17.1,17.3,10,10.41
24/09/2007 17:50,7.9,182,18,5225.67,1006.7,1010.3,1010.3,469.6,86.4,6,43,18.5,18,17.1,17.3,10,10.11
24/09/2007 18:00,8.3,181,18,5225.7,1006.8,1010.4,1010.4,469.6,88.1,5,29,18.2,18,17.1,17.3,9,10.14
24/09/2007 18:10,8.5,167,18,5225.72,1006.9,1010.5,1010.5,469.6,89.4,4,20,18,18,17.1,17.3,7,10.21
24/09/2007 18:20,8.8,147,18,5225.74,1006.8,1010.4,1010.4,469.6,90.6,3,26,17.8,17.9,17.1,17.3,6,10.25
24/09/2007 18:30,8.7,128,9,5225.75,1006.9,1010.5,1010.5,469.6,90.9,3,28,17.6,17.9,17.1,17.3,4,10.14
24/09/2007 18:40,8.8,141,33,5225.76,1007.3,1010.9,1010.9,469.6,91.9,2,11,17.4,17.9,17.1,17.3,5,10.09
24/09/2007 18:50,8.9,169,18,5225.78,1007.4,1011,1011,469.8,93,5,18,17.3,17.8,17.2,17.3,7,9.96
24/09/2007 19:00,9,173,20,5225.79,1007.7,1011.3,1011.3,469.8,93.9,5,10,17.1,17.8,17.1,17.3,8,9.97
24/09/2007 19:10,8.5,171,21,5225.81,1007.7,1011.3,1011.3,469.8,93.6,7,25,16.9,17.7,17.2,17.3,11,9.45
24/09/2007 19:20,8.3,160,17,5225.83,1007.8,1011.4,1011.4,469.8,93.1,7,24,16.8,17.7,17.2,17.3,10,9.34
24/09/2007 19:30,8.4,149,17,5225.84,1008,1011.6,1011.6,470.3,93.9,6,9,16.6,17.6,17.2,17.2,10,9.34
24/09/2007 19:40,8.4,243,39,5225.84,1009.1,1012.7,1012.7,470.8,95.8,5,17,16.4,17.5,17.2,17.3,8,9.08
24/09/2007 19:50,8.3,185,28,5225.84,1009.3,1012.9,1012.9,470.8,96.3,5,21,16.3,17.5,17.2,17.3,10,8.9
24/09/2007 20:00,8.3,189,6,5225.84,1009.4,1013,1013,470.8,97,2,20,16.1,17.4,17.2,17.3,5,8.77
24/09/2007 20:10,8.4,172,12,5225.84,1009.6,1013.2,1013.2,470.8,97.4,3,16,16,17.4,17.2,17.3,7,8.75
24/09/2007 20:20,8.4,174,12,5225.84,1009.8,1013.4,1013.4,471.1,97.4,4,9,15.8,17.3,17.2,17.3,6,8.8
24/09/2007 20:30,8.4,167,14,5225.84,1009.8,1013.4,1013.4,471.1,97.4,4,27,15.7,17.2,17.2,17.3,7,8.75
24/09/2007 20:40,8.4,159,14,5225.84,1009.8,1013.4,1013.4,471.1,97.5,4,27,15.6,17.2,17.2,17.2,7,8.75
24/09/2007 20:50,8.3,165,17,5225.84,1009.8,1013.4,1013.4,471.1,97.4,3,23,15.5,17.1,17.2,17.3,6,8.66
24/09/2007 21:00,8,172,16,5225.84,1010.1,1013.7,1013.7,471.1,97.4,2,21,15.4,17.1,17.2,17.3,5,8.41
